"name" "x" "y"
"2679" "יהודי כפרי ים  " 35.069167 31.761572
"2682" "ירושלים        " 35.22503 31.778048
"2685" "גבעתיים        " 34.807827 32.068717
"2686" "חצור הגלילית   " 35.545175 32.980529
"2689" "ראשון לציון    " 34.804046 31.964097
"2692" "יהודי עירוני תא" 34.836868 31.959136
"2695" "אילת           " 34.951129 29.555283
"2698" "נתניה          " 34.856615 32.328572
"2701" "תל אביב        " 34.780855 32.08414
"2702" "פרדס חנה       " 34.975445 32.470015
"2704" "גבעתיים        " 34.807827 32.068717
"2707" "ראשון לציון    " 34.804046 31.964097
"2709" "מושבים בצפון   " 35.393488 33.038813
"2710" "יהודי כפרי חיפה" 35.039857 32.602837
"2711" "יהודה יו\"ש     " 35.202801 32.137876
"2714" "רחובות         " 34.80856 31.898279
"2715" "כפר סבא        " 34.908101 32.172697
"2716" "קרית אתא       " 35.119802 32.809432
"2717" "זכרון יעקב     " 34.951516 32.574072
"2718" "נהריה          " 35.095572 33.008894
"2721" "ראשון לציון    " 34.804046 31.964097
"2722" "פרדס חנה       " 34.975445 32.470015
"2725" "רחובות         " 34.80856 31.898279
"2727" "פרדס חנה       " 34.975445 32.470015
"2730" "מגדל העמק      " 35.239093 32.67802
"2731" "אשקלון         " 34.563866 31.665514
"2736" "חיפה           " 34.998893 32.81221
"2738" "שוהם           " 34.942531 31.996923
"2741" "יהודי עירוני צפ" 35.471439 32.87383
"2743" "תל אביב        " 34.780855 32.08414
"2746" "נהריה          " 35.095572 33.008894
"2747" "חיפה           " 34.998893 32.81221
"2751" "עכו            " 35.071334 32.925019
"2752" "רחובות         " 34.80856 31.898279
"2753" "רמת גן         " 34.814124 32.082264
"2756" "רחובות         " 34.80856 31.898279
"2757" "יהודי כפרי צפון" 35.423523 32.701689
"2758" "חיפה           " 34.998893 32.81221
"2759" "רמת גן         " 34.814124 32.082264
"2760" "שוהם           " 34.942531 31.996923
"2763" "הוד השרון      " 34.897556 32.155538
"2765" "רמת גן         " 34.814124 32.082264
"2766" "ראשון לציון    " 34.804046 31.964097
"2769" "רחובות         " 34.80856 31.898279
"2772" "ראשון לציון    " 34.804046 31.964097
"2777" "חיפה           " 34.998893 32.81221
"2778" "חיפה           " 34.998893 32.81221
"2780" "נס ציונה       " 34.801026 31.928917
"2782" "חיפה           " 34.998893 32.81221
"2787" "סאגור          " 35.343028 32.943197
"2788" "עכו            " 35.071334 32.925019
"2791" "עפולה          " 35.290205 32.609465
"2795" "גבעתיים        " 34.807827 32.068717
"2797" "אשדוד          " 34.641074 31.801152
"2799" "זכרון יעקב     " 34.951516 32.574072
"2801" "זכרון יעקב     " 34.951516 32.574072
"2805" "נצרת עילית     " 35.316963 32.708633
"2807" "הרצליה         " 34.844245 32.15898
"2810" "רמת השרון      " 34.84354 32.143673
"2812" "חיפה           " 34.998893 32.81221
"2814" "רמת גן         " 34.814124 32.082264
"2815" "רמת גן         " 34.814124 32.082264
"2816" "עכו            " 35.071334 32.925019
"2817" "יהודי כפרי ים  " 35.069167 31.761572
"2820" "נתניה          " 34.856615 32.328572
"2821" "נתניה          " 34.856615 32.328572
"2822" "מושבים מרכז    " 34.927852 32.14133
"2823" "ישוב עירוני דרו" 34.605792 31.34954
"2825" "ישוב כפרי דרום " 34.542387 31.237925
"2831" "ראשון לציון    " 34.804046 31.964097
"2832" "באר שבע        " 34.799743 31.249812
"2835" "גבעתיים        " 34.807827 32.068717
"2837" "נתניה          " 34.856615 32.328572
"2838" "מושבים מרכז    " 34.927852 32.14133
"2840" "רעננה          " 34.870963 32.180721
"2842" "ישוב ערבי -חיפה" 35.185969 32.823044
"2843" "חדרה           " 34.913625 32.435123
"2844" "ישוב עירוני י-ם" 35.147694 31.796781
"2848" "רחובות         " 34.80856 31.898279
"2849" "לוד            " 34.896132 31.948121
"2850" "ראשון לציון    " 34.804046 31.964097
"2852" "גן יבנה        " 34.708732 31.787005
"2853" "רעננה          " 34.870963 32.180721
"2855" "ישוב עירוני דרו" 34.605792 31.34954
"2859" "מושב באזור ים  " 35.138604 31.747171
"2860" "חולון          " 34.768886 32.017187
"2861" "גבעתיים        " 34.807827 32.068717
"2869" "הרצליה         " 34.844245 32.15898
"2870" "נתניה          " 34.856615 32.328572
"2871" "קדימה-צורן     " 34.91802 32.276892
"2874" "יהודי כפרי צפון" 35.423523 32.701689
"2875" "רמת השרון      " 34.84354 32.143673
"2876" "כרמיאל         " 35.303332 32.920542
"2879" "ירושלים        " 35.22503 31.778048
"2882" "ירושלים        " 35.22503 31.778048
"2885" "חיפה           " 34.998893 32.81221
"2889" "קרית אתא       " 35.119802 32.809432
"2890" "תל אביב        " 34.780855 32.08414
"2894" "תל אביב        " 34.780855 32.08414
"2895" "ראשון לציון    " 34.804046 31.964097
"2896" "תל אביב        " 34.780855 32.08414
"2897" "תל אביב        " 34.780855 32.08414
"2899" "שוהם           " 34.942531 31.996923
"2902" "רמת השרון      " 34.84354 32.143673
"2903" "תל אביב        " 34.780855 32.08414
"2904" "ירושלים        " 35.22503 31.778048
"2905" "ירושלים        " 35.22503 31.778048
"2907" "ירושלים        " 35.22503 31.778048
"2909" "ירושלים        " 35.22503 31.778048
"2910" "חולון          " 34.768886 32.017187
"2911" "ישוב עירוני י-ם" 35.147694 31.796781
"2912" "ירושלים        " 35.22503 31.778048
"2913" "מודיעין        " 35.010207 31.891034
"2914" "ירושלים        " 35.22503 31.778048
"2915" "ירושלים        " 35.22503 31.778048
"2916" "הרצליה         " 34.844245 32.15898
"2925" "ירושלים        " 35.22503 31.778048
"2928" "ישוב כפרי דרום " 34.542387 31.237925
"2930" "ראש העין       " 34.944364 32.097027
"2932" "קיבוצים - חיפה " 35.141231 32.678067
"2933" "ירושלים        " 35.22503 31.778048
"2934" "יהודה יו\"ש     " 35.202801 32.137876
"2937" "ישוב כפרי - ת\"א" 34.75156 31.883905
"2938" "ירושלים        " 35.22503 31.778048
"2939" "כפר סבא        " 34.908101 32.172697
"2943" "ירושלים        " 35.22503 31.778048
"2944" "יהודה יו\"ש     " 35.202801 32.137876
"2945" "ירושלים        " 35.22503 31.778048
"2946" "ירושלים        " 35.22503 31.778048
"2947" "חיפה           " 34.998893 32.81221
"2948" "חיפה           " 34.998893 32.81221
"2949" "יהודה יו\"ש     " 35.202801 32.137876
"2953" "תל אביב        " 34.780855 32.08414
"2955" "תל אביב        " 34.780855 32.08414
"2956" "מגדל העמק      " 35.239093 32.67802
"2959" "רמת גן         " 34.814124 32.082264
"2966" "ישוב עירוני מרכ" 34.858034 32.143758
"2967" "כפר סבא        " 34.908101 32.172697
"2969" "ירושלים        " 35.22503 31.778048
"2970" "מודיעין        " 35.010207 31.891034
"2972" "מודיעין        " 35.010207 31.891034
"2973" "חולון          " 34.768886 32.017187
"2977" "ראש העין       " 34.944364 32.097027
"2978" "יהוד           " 34.888095 32.031092
"2979" "תל אביב        " 34.780855 32.08414
"2980" "עפולה          " 35.290205 32.609465
"2982" "ירושלים        " 35.22503 31.778048
"2985" "מעלה אדומים    " 35.298932 31.778916
"2991" "כפר סבא        " 34.908101 32.172697
"2994" "רעננה          " 34.870963 32.180721
"2998" "רחובות         " 34.80856 31.898279
"3002" "נשר            " 35.044882 32.770799
"3003" "ירושלים        " 35.22503 31.778048
"3007" "ירושלים        " 35.22503 31.778048
"3009" "חיפה           " 34.998893 32.81221
"3014" "קרית מוצקין    " 35.07978 32.838472
"3015" "רמת גן         " 34.814124 32.082264
"3016" "ראשון לציון    " 34.804046 31.964097
"3018" "מעלה אדומים    " 35.298932 31.778916
"3019" "ירושלים        " 35.22503 31.778048
"3025" "ראשון לציון    " 34.804046 31.964097
"3027" "אשדוד          " 34.641074 31.801152
"3030" "חיפה           " 34.998893 32.81221
"3033" "יהודה יו\"ש     " 35.202801 32.137876
"3037" "בנימינה        " 34.953944 32.518909
"3038" "ירושלים        " 35.22503 31.778048
"3039" "בית שמש        " 34.9865 31.749906
"3042" "קרית גת        " 34.766359 31.606971
"3044" "גן יבנה        " 34.708732 31.787005
"3047" "ירושלים        " 35.22503 31.778048
"3048" "ירושלים        " 35.22503 31.778048
"3050" "בית שמש        " 34.9865 31.749906
"3055" "ראש העין       " 34.944364 32.097027
"3060" "נס ציונה       " 34.801026 31.928917
"3062" "רמת גן         " 34.814124 32.082264
"3063" "יקנעם          " 35.114706 32.655431
"3065" "ישוב ערבי -חיפה" 35.185969 32.823044
"3066" "ישוב עירוני מרכ" 34.858034 32.143758
"3069" "ישוב עירוני מרכ" 34.858034 32.143758
"3074" "חיפה           " 34.998893 32.81221
"3076" "זכרון יעקב     " 34.951516 32.574072
"3079" "חיפה           " 34.998893 32.81221
"3080" "יהודי כפרי צפון" 35.423523 32.701689
"3081" "מעלה אדומים    " 35.298932 31.778916
"3082" "בית שמש        " 34.9865 31.749906
"3083" "מושבים מרכז    " 34.927852 32.14133
"3084" "פתח תקוה       " 34.885672 32.082321
"3087" "ירושלים        " 35.22503 31.778048
"3088" "ירושלים        " 35.22503 31.778048
"3089" "בית שמש        " 34.9865 31.749906
"3090" "ירושלים        " 35.22503 31.778048
"3092" "מעלה אדומים    " 35.298932 31.778916
"3093" "ירושלים        " 35.22503 31.778048
"3094" "נס ציונה       " 34.801026 31.928917
"3099" "טייבה          " 35.005433 32.269378
"3101" "ירושלים        " 35.22503 31.778048
"3102" "מושבים בצפון   " 35.393488 33.038813
"3103" "ראשון לציון    " 34.804046 31.964097
"3104" "ישוב כפרי דרום " 34.542387 31.237925
"3106" "חיפה           " 34.998893 32.81221
"3108" "רחובות         " 34.80856 31.898279
"3110" "ישוב כפרי דרום " 34.542387 31.237925
"3116" "גבעתיים        " 34.807827 32.068717
"3117" "רמת השרון      " 34.84354 32.143673
"3118" "הרצליה         " 34.844245 32.15898
"3120" "נתניה          " 34.856615 32.328572
"3122" "רמת גן         " 34.814124 32.082264
"3129" "רמת השרון      " 34.84354 32.143673
"3133" "תל אביב        " 34.780855 32.08414
"3134" "אבו סנאן       " 35.172891 32.957546
"3135" "מושבים בדרום   " 34.659469 31.452944
"3137" "כפר סבא        " 34.908101 32.172697
"3138" "רמת גן         " 34.814124 32.082264
"3139" "זכרון יעקב     " 34.951516 32.574072
"3140" "יהודה יו\"ש     " 35.202801 32.137876
"3142" "ירושלים        " 35.22503 31.778048
"3143" "ישוב עירוני י-ם" 35.147694 31.796781
"3144" "ירושלים        " 35.22503 31.778048
"3146" "ירושלים        " 35.22503 31.778048
"3147" "ירושלים        " 35.22503 31.778048
"3148" "מעלה אדומים    " 35.298932 31.778916
"3149" "ירושלים        " 35.22503 31.778048
"3150" "ירושלים        " 35.22503 31.778048
"3151" "זכרון יעקב     " 34.951516 32.574072
"3152" "יהודי עירוני צפ" 35.471439 32.87383
"3156" "יהודי כפרי צפון" 35.423523 32.701689
"3158" "חדרה           " 34.913625 32.435123
"3161" "יהודה יו\"ש     " 35.202801 32.137876
"3163" "ירושלים        " 35.22503 31.778048
"3164" "ירושלים        " 35.22503 31.778048
"3166" "מושבים בדרום   " 34.659469 31.452944
"3168" "ירושלים        " 35.22503 31.778048
"3169" "ירושלים        " 35.22503 31.778048
"3170" "מעלה אדומים    " 35.298932 31.778916
"3173" "ירושלים        " 35.22503 31.778048
"3174" "ירושלים        " 35.22503 31.778048
"3175" "טמרה           " 35.207113 32.851152
"3182" "ירושלים        " 35.22503 31.778048
"3183" "יהודי כפרי צפון" 35.423523 32.701689
"3186" "ירושלים        " 35.22503 31.778048
"3187" "ירושלים        " 35.22503 31.778048
"3188" "ירושלים        " 35.22503 31.778048
"3189" "ירושלים        " 35.22503 31.778048
"3191" "יהודה יו\"ש     " 35.202801 32.137876
"3192" "ישוב עירוני י-ם" 35.147694 31.796781
"3194" "מודיעין        " 35.010207 31.891034
"3195" "ירושלים        " 35.22503 31.778048
"3197" "יהודי כפרי ים  " 35.069167 31.761572
"3198" "ירושלים        " 35.22503 31.778048
"3199" "רחובות         " 34.80856 31.898279
"3202" "ירושלים        " 35.22503 31.778048
"3203" "ירושלים        " 35.22503 31.778048
"3204" "יהודה יו\"ש     " 35.202801 32.137876
"3208" "פרדס חנה       " 34.975445 32.470015
"3211" "רמת גן         " 34.814124 32.082264
"3213" "כפר סבא        " 34.908101 32.172697
"3214" "טייבה          " 35.005433 32.269378
"3215" "אום אל פחם     " 35.148305 32.517126
"3216" "ישוב ערבי -חיפה" 35.185969 32.823044
"3218" "מושבים בצפון   " 35.393488 33.038813
"3219" "מודיעין        " 35.010207 31.891034
"3220" "חיפה           " 34.998893 32.81221
"3221" "שפרעם          " 35.170809 32.805161
"3223" "שפרעם          " 35.170809 32.805161
"3224" "נשר            " 35.044882 32.770799
"3225" "רחובות         " 34.80856 31.898279
"3230" "יהודי כפרי ים  " 35.069167 31.761572
"3231" "קרית אונו      " 34.858882 32.054731
"3232" "ירושלים        " 35.22503 31.778048
"3234" "ירושלים        " 35.22503 31.778048
"3235" "ירושלים        " 35.22503 31.778048
"3236" "ירושלים        " 35.22503 31.778048
"3238" "מעלה אדומים    " 35.298932 31.778916
"3239" "ירושלים        " 35.22503 31.778048
"3241" "יהודה יו\"ש     " 35.202801 32.137876
"3242" "ירושלים        " 35.22503 31.778048
"3243" "ירושלים        " 35.22503 31.778048
"3244" "ירושלים        " 35.22503 31.778048
"3246" "רעננה          " 34.870963 32.180721
"3247" "יהודה יו\"ש     " 35.202801 32.137876
"3248" "ירושלים        " 35.22503 31.778048
"3249" "ירושלים        " 35.22503 31.778048
"3250" "יהודה יו\"ש     " 35.202801 32.137876
"3251" "מושב באזור ים  " 35.138604 31.747171
"3259" "פתח תקוה       " 34.885672 32.082321
"3260" "שוהם           " 34.942531 31.996923
"3261" "ישוב עירוני מרכ" 34.858034 32.143758
"3263" "נצרת           " 35.295624 32.700535
"3268" "יהודי כפרי צפון" 35.423523 32.701689
"3270" "ערבה           " 35.336221 32.853736
"3271" "אבו סנאן       " 35.172891 32.957546
"3272" "יהודה יו\"ש     " 35.202801 32.137876
"3273" "ירושלים        " 35.22503 31.778048
"3275" "ירושלים        " 35.22503 31.778048
"3276" "ירושלים        " 35.22503 31.778048
"3278" "חדרה           " 34.913625 32.435123
"3281" "ירושלים המזרחית" 35.240078 31.785545
"3282" "ראשון לציון    " 34.804046 31.964097
"3283" "קדימה-צורן     " 34.91802 32.276892
"3285" "אילת           " 34.951129 29.555283
"3291" "תל אביב        " 34.780855 32.08414
"3292" "תל אביב        " 34.780855 32.08414
"3293" "קרית אונו      " 34.858882 32.054731
"3294" "קדימה-צורן     " 34.91802 32.276892
"3295" "תל אביב        " 34.780855 32.08414
"3296" "פרדס חנה       " 34.975445 32.470015
"3301" "גבעת שמואל     " 34.848039 32.076953
"3303" "תל אביב        " 34.780855 32.08414
"3308" "אשדוד          " 34.641074 31.801152
"3310" "מושבים מרכז    " 34.927852 32.14133
"3311" "יהודה יו\"ש     " 35.202801 32.137876
"3318" "קרית אתא       " 35.119802 32.809432
"3325" "יקנעם          " 35.114706 32.655431
"3327" "ירושלים        " 35.22503 31.778048
"3329" "רחובות         " 34.80856 31.898279
"3332" "רעננה          " 34.870963 32.180721
"3335" "כפר יונה       " 34.936298 32.318847
"3336" "חיפה           " 34.998893 32.81221
"3337" "נתניה          " 34.856615 32.328572
"3345" "חולון          " 34.768886 32.017187
"3348" "קרית שמונה     " 35.569218 33.208953
"3360" "רמת גן         " 34.814124 32.082264
"3362" "אור עקיבא      " 34.917647 32.508173
"3363" "ישובים דרוזים  " 35.753931 33.14638
"3373" "טייבה          " 35.005433 32.269378
"3374" "מג'אר          " 35.405619 32.88893
"3380" "ירושלים        " 35.22503 31.778048
"3381" "יהודה יו\"ש     " 35.202801 32.137876
"3383" "יהודה יו\"ש     " 35.202801 32.137876
"3387" "נהריה          " 35.095572 33.008894
"3388" "ישובים דרוזים  " 35.753931 33.14638
"3391" "ירושלים        " 35.22503 31.778048
"3396" "מודיעין        " 35.010207 31.891034
"3401" "לוד            " 34.896132 31.948121
"3402" "מושבים מרכז    " 34.927852 32.14133
"3412" "מודיעין        " 35.010207 31.891034
"3417" "ירושלים        " 35.22503 31.778048
"3422" "ירושלים        " 35.22503 31.778048
"3424" "חיפה           " 34.998893 32.81221
"3428" "ירושלים        " 35.22503 31.778048
"3429" "רעננה          " 34.870963 32.180721
"3431" "ירושלים        " 35.22503 31.778048
"3436" "אשדוד          " 34.641074 31.801152
"3437" "ירושלים        " 35.22503 31.778048
"3439" "מושבים בצפון   " 35.393488 33.038813
"3440" "ירושלים        " 35.22503 31.778048
"3449" "פתח תקוה       " 34.885672 32.082321
"3453" "יהודה יו\"ש     " 35.202801 32.137876
"3459" "ישוב ערבי -חיפה" 35.185969 32.823044
"3476" "יהודי כפרי ים  " 35.069167 31.761572
"3478" "ישוב ערבי -חיפה" 35.185969 32.823044
"3480" "רחובות         " 34.80856 31.898279
"3481" "טמרה           " 35.207113 32.851152
"3489" "אום אל פחם     " 35.148305 32.517126
"3497" "נהריה          " 35.095572 33.008894
"3498" "סחנין          " 35.294872 32.864948
"3506" "ישוב ערבי -חיפה" 35.185969 32.823044
"3509" "נס ציונה       " 34.801026 31.928917
"3510" "סחנין          " 35.294872 32.864948
"3511" "סחנין          " 35.294872 32.864948
"3522" "מודיעין        " 35.010207 31.891034
"3533" "גבעתיים        " 34.807827 32.068717
"3534" "בית שמש        " 34.9865 31.749906
"3535" "חיפה           " 34.998893 32.81221
"3536" "ירושלים        " 35.22503 31.778048
"3539" "באר שבע        " 34.799743 31.249812
"3542" "חו\"ל           " 34.569085 32.103669
"3544" "כפר קאסם       " 34.977162 32.114224
"3546" "בית שמש        " 34.9865 31.749906
"3547" "מושב באזור ים  " 35.138604 31.747171
"3548" "ירושלים        " 35.22503 31.778048
"3551" "נתניה          " 34.856615 32.328572
"3568" "ישוב עירוני מרכ" 34.858034 32.143758
"3571" "באר שבע        " 34.799743 31.249812
"3602" "פתח תקוה       " 34.885672 32.082321
"3605" "מעלות תרשיחא   " 35.272556 33.015459
"3606" "חיפה           " 34.998893 32.81221
"3607" "חיפה           " 34.998893 32.81221
"3621" "ירושלים        " 35.22503 31.778048
"3622" "ירושלים        " 35.22503 31.778048
"3636" "ישוב ערבי -חיפה" 35.185969 32.823044
"3638" "ירושלים        " 35.22503 31.778048
"3646" "פתח תקוה       " 34.885672 32.082321
"3649" "כפר מנדה       " 35.257665 32.813259
"3656" "ישוב ערבי -חיפה" 35.185969 32.823044
"3670" "מג'אר          " 35.405619 32.88893
"3685" "תל אביב        " 34.780855 32.08414
"3686" "יהודי כפרי ים  " 35.069167 31.761572
"3702" "רמת גן         " 34.814124 32.082264
"3715" "נצרת           " 35.295624 32.700535
"3717" "נצרת           " 35.295624 32.700535
"3726" "כפר כנא        " 35.339419 32.747384
"3732" "סחנין          " 35.294872 32.864948
"3739" "ראשון לציון    " 34.804046 31.964097
"3743" "כפר כנא        " 35.339419 32.747384
"3749" "בית שמש        " 34.9865 31.749906
"3760" "גבעתיים        " 34.807827 32.068717
"3770" "ישוב עירוני דרו" 34.605792 31.34954
"3773" "ישוב עירוני מרכ" 34.858034 32.143758
"3781" "ירושלים        " 35.22503 31.778048
"3787" "צפת            " 35.495932 32.970735
"3789" "יהודי עירוני צפ" 35.471439 32.87383
"3791" "אילת           " 34.951129 29.555283
"3797" "רחובות         " 34.80856 31.898279
"3798" "קרית אתא       " 35.119802 32.809432
"3802" "סחנין          " 35.294872 32.864948
"3810" "ירושלים        " 35.22503 31.778048
"3815" "ערערה          " 35.09751 32.493125
"3827" "נצרת עילית     " 35.316963 32.708633
"3833" "ישובים דרוזים  " 35.753931 33.14638
"3837" "יהודי כפרי ים  " 35.069167 31.761572
"3842" "יבנה           " 34.745256 31.873717
"3857" "ירושלים        " 35.22503 31.778048
"3862" "טמרה           " 35.207113 32.851152
"3867" "סחנין          " 35.294872 32.864948
"3874" "ישוב עירוני מרכ" 34.858034 32.143758
"3880" "עכו            " 35.071334 32.925019
"3886" "יהודי כפרי חיפה" 35.039857 32.602837
"3889" "ירושלים        " 35.22503 31.778048
"3896" "יהודי כפרי צפון" 35.423523 32.701689
"3906" "חיפה           " 34.998893 32.81221
"3907" "מושבים חיפה    " 35.076596 32.775839
"3912" "רמת גן         " 34.814124 32.082264
"3913" "כפר קרע        " 35.053865 32.505705
"3914" "ראשון לציון    " 34.804046 31.964097
"3915" "רחובות         " 34.80856 31.898279
"3920" "ישוב ערבי -חיפה" 35.185969 32.823044
"3924" "חולון          " 34.768886 32.017187
"3928" "ירושלים        " 35.22503 31.778048
"3935" "מעלה אדומים    " 35.298932 31.778916
"3945" "ירושלים        " 35.22503 31.778048
"3950" "בית שמש        " 34.9865 31.749906
"3960" "חיפה           " 34.998893 32.81221
"3961" "כרמיאל         " 35.303332 32.920542
"3966" "קרית טבעון     " 35.126978 32.716636
"3972" "אשדוד          " 34.641074 31.801152
"3974" "רעננה          " 34.870963 32.180721
"3975" "חיפה           " 34.998893 32.81221
"3976" "ירושלים        " 35.22503 31.778048
"3978" "חולון          " 34.768886 32.017187
"3979" "חדרה           " 34.913625 32.435123
"3981" "יבנה           " 34.745256 31.873717
"3982" "רחובות         " 34.80856 31.898279
"3987" "ירושלים        " 35.22503 31.778048
"3988" "נתניה          " 34.856615 32.328572
"3995" "חו\"ל           " 34.569085 32.103669
"4001" "רעננה          " 34.870963 32.180721
"4009" "הרצליה         " 34.844245 32.15898
"4011" "כרמיאל         " 35.303332 32.920542
"4014" "רחובות         " 34.80856 31.898279
"4015" "מודיעין        " 35.010207 31.891034
"4019" "מודיעין        " 35.010207 31.891034
"4022" "אשדוד          " 34.641074 31.801152
"4023" "אום אל פחם     " 35.148305 32.517126
"4024" "קרית טבעון     " 35.126978 32.716636
"4028" "יהודי כפרי צפון" 35.423523 32.701689
"4034" "קרית ביאליק    " 35.086391 32.831946
"4038" "חיפה           " 34.998893 32.81221
"4039" "חיפה           " 34.998893 32.81221
"4041" "חיפה           " 34.998893 32.81221
"4044" "יהודי כפרי צפון" 35.423523 32.701689
"4047" "קרית אתא       " 35.119802 32.809432
"4050" "כרמיאל         " 35.303332 32.920542
"4054" "ראשון לציון    " 34.804046 31.964097
"4055" "ישוב עירוני מרכ" 34.858034 32.143758
"4057" "יהוד           " 34.888095 32.031092
"4059" "ירושלים        " 35.22503 31.778048
"4060" "יהודי כפרי ים  " 35.069167 31.761572
"4061" "מודיעין        " 35.010207 31.891034
"4064" "ישוב עירוני מרכ" 34.858034 32.143758
"4067" "מושבים בצפון   " 35.393488 33.038813
"4068" "מעלות תרשיחא   " 35.272556 33.015459
"4069" "ירושלים        " 35.22503 31.778048
"4070" "ירושלים        " 35.22503 31.778048
"4074" "יהוד           " 34.888095 32.031092
"4075" "מושבים מרכז    " 34.927852 32.14133
"4079" "ישוב עירוני מרכ" 34.858034 32.143758
"4081" "רמת השרון      " 34.84354 32.143673
"4099" "מודיעין        " 35.010207 31.891034
"4102" "אילת           " 34.951129 29.555283
"4104" "רעננה          " 34.870963 32.180721
"4107" "אשדוד          " 34.641074 31.801152
"4113" "עפולה          " 35.290205 32.609465
"4119" "מעלה אדומים    " 35.298932 31.778916
"4121" "מודיעין        " 35.010207 31.891034
"4123" "כפר סבא        " 34.908101 32.172697
"4125" "תל אביב        " 34.780855 32.08414
"4128" "תל אביב        " 34.780855 32.08414
"4132" "ירושלים        " 35.22503 31.778048
"4135" "תל אביב        " 34.780855 32.08414
"4137" "רמת השרון      " 34.84354 32.143673
"4146" "ישוב כפרי דרום " 34.542387 31.237925
"4147" "רמת גן         " 34.814124 32.082264
"4151" "רמת גן         " 34.814124 32.082264
"4155" "שוהם           " 34.942531 31.996923
"4159" "באר שבע        " 34.799743 31.249812
"4162" "בית שמש        " 34.9865 31.749906
"4163" "יהודה יו\"ש     " 35.202801 32.137876
"4167" "מעלה אדומים    " 35.298932 31.778916
"4168" "כרמיאל         " 35.303332 32.920542
"4169" "ירושלים        " 35.22503 31.778048
"4171" "רחובות         " 34.80856 31.898279
"4172" "לוד            " 34.896132 31.948121
"4173" "בית שמש        " 34.9865 31.749906
"4175" "ירושלים        " 35.22503 31.778048
"4182" "אשקלון         " 34.563866 31.665514
"4183" "ירושלים        " 35.22503 31.778048
"4184" "אשדוד          " 34.641074 31.801152
"4187" "נצרת עילית     " 35.316963 32.708633
"4188" "ירושלים        " 35.22503 31.778048
"4191" "יהודי כפרי ים  " 35.069167 31.761572
"4193" "אשדוד          " 34.641074 31.801152
"4195" "בית שמש        " 34.9865 31.749906
"4198" "ירושלים        " 35.22503 31.778048
"4201" "ירושלים        " 35.22503 31.778048
"4204" "חו\"ל           " 34.569085 32.103669
"4205" "ירושלים        " 35.22503 31.778048
"4209" "מעלה אדומים    " 35.298932 31.778916
"4210" "מעלה אדומים    " 35.298932 31.778916
"4212" "ירושלים        " 35.22503 31.778048
"4216" "בת ים          " 34.741372 32.016188
"4219" "רחובות         " 34.80856 31.898279
"4220" "קיבוץ - ירושלים" 35.127474 31.783036
"4222" "רחובות         " 34.80856 31.898279
"4223" "ירושלים        " 35.22503 31.778048
"4224" "ירושלים        " 35.22503 31.778048
"4227" "רעננה          " 34.870963 32.180721
"4231" "בת ים          " 34.741372 32.016188
"4232" "רחובות         " 34.80856 31.898279
"4238" "ירושלים        " 35.22503 31.778048
"4239" "ראשון לציון    " 34.804046 31.964097
"4241" "יהודה יו\"ש     " 35.202801 32.137876
"4245" "בית שמש        " 34.9865 31.749906
"4247" "קיבוצים בצפון  " 35.343336 32.891082
"4248" "ירושלים        " 35.22503 31.778048
"4249" "בית שמש        " 34.9865 31.749906
"4252" "יהודה יו\"ש     " 35.202801 32.137876
"4255" "פתח תקוה       " 34.885672 32.082321
"4259" "ירושלים        " 35.22503 31.778048
"4260" "ירושלים        " 35.22503 31.778048
"4262" "רעננה          " 34.870963 32.180721
"4263" "ירושלים        " 35.22503 31.778048
"4264" "בית שמש        " 34.9865 31.749906
"4265" "בת ים          " 34.741372 32.016188
"4266" "אשדוד          " 34.641074 31.801152
"4269" "ירושלים        " 35.22503 31.778048
"4274" "יהודה יו\"ש     " 35.202801 32.137876
"4278" "ירושלים        " 35.22503 31.778048
"4281" "רעננה          " 34.870963 32.180721
"4282" "חו\"ל           " 34.569085 32.103669
"4283" "תל אביב        " 34.780855 32.08414
"4285" "חו\"ל           " 34.569085 32.103669
"4288" "ירושלים        " 35.22503 31.778048
"4289" "ירושלים        " 35.22503 31.778048
"4291" "מעלה אדומים    " 35.298932 31.778916
"4314" "חו\"ל           " 34.569085 32.103669
"4316" "יהודה יו\"ש     " 35.202801 32.137876
"4317" "ירושלים        " 35.22503 31.778048
"4319" "ירושלים        " 35.22503 31.778048
"4331" "ירושלים        " 35.22503 31.778048
"4338" "אשדוד          " 34.641074 31.801152
"4343" "ירושלים        " 35.22503 31.778048
"4360" "ירושלים        " 35.22503 31.778048
"4364" "ירושלים        " 35.22503 31.778048
"4420" "רעננה          " 34.870963 32.180721
"4423" "רעננה          " 34.870963 32.180721
"4424" "ירושלים        " 35.22503 31.778048
"4425" "באר שבע        " 34.799743 31.249812
"4426" "פתח תקוה       " 34.885672 32.082321
"4427" "כפר סבא        " 34.908101 32.172697
"4430" "הרצליה         " 34.844245 32.15898
"4431" "ירושלים        " 35.22503 31.778048
"4432" "רמת גן         " 34.814124 32.082264
"4433" "תל אביב        " 34.780855 32.08414
"4434" "טבריה          " 35.539117 32.792095
"4435" "רעננה          " 34.870963 32.180721
"4439" "ירושלים המזרחית" 35.240078 31.785545
"4440" "ירושלים        " 35.22503 31.778048
"4442" "יהודי כפרי חיפה" 35.039857 32.602837
"4443" "יהודה יו\"ש     " 35.202801 32.137876
"4444" "ירושלים        " 35.22503 31.778048
"4445" "ירושלים        " 35.22503 31.778048
