"name" "x" "y"
"1249" "ירושלים        " 35.22503 31.778048
"1251" "ירושלים        " 35.22503 31.778048
"1253" "ירושלים        " 35.22503 31.778048
"1254" "קרית אונו      " 34.858882 32.054731
"1260" "ירושלים        " 35.22503 31.778048
"1261" "ישוב עירוני י-ם" 35.147694 31.796781
"1263" "אלעד           " 34.948735 32.04924
"1264" "ירושלים        " 35.22503 31.778048
"1265" "ישוב ערבי מרכז " 34.969102 32.124504
"1266" "פתח תקוה       " 34.885672 32.082321
"1268" "יהוד           " 34.888095 32.031092
"1272" "ראש העין       " 34.944364 32.097027
"1273" "מודיעין        " 35.010207 31.891034
"1274" "גן יבנה        " 34.708732 31.787005
"1285" "פתח תקוה       " 34.885672 32.082321
"1289" "ירושלים        " 35.22503 31.778048
"1290" "ירושלים        " 35.22503 31.778048
"1292" "ראשון לציון    " 34.804046 31.964097
"1293" "ירושלים        " 35.22503 31.778048
"1294" "באר שבע        " 34.799743 31.249812
"1299" "גן יבנה        " 34.708732 31.787005
"1300" "אשקלון         " 34.563866 31.665514
"1304" "יהודי כפרי ים  " 35.069167 31.761572
"1305" "יהודי עירוני תא" 34.836868 31.959136
"1306" "חדרה           " 34.913625 32.435123
"1307" "אום אל פחם     " 35.148305 32.517126
"1308" "חדרה           " 34.913625 32.435123
"1309" "נתניה          " 34.856615 32.328572
"1313" "מושבים מרכז    " 34.927852 32.14133
"1315" "יהודה יו\"ש     " 35.202801 32.137876
"1318" "שוהם           " 34.942531 31.996923
"1322" "חולון          " 34.768886 32.017187
"1326" "אופקים         " 34.620877 31.314963
"1334" "יהודה יו\"ש     " 35.202801 32.137876
"1335" "ירושלים        " 35.22503 31.778048
"1337" "חיפה           " 34.998893 32.81221
"1339" "מג'אר          " 35.405619 32.88893
"1341" "קיבוצים בצפון  " 35.343336 32.891082
"1345" "נתניה          " 34.856615 32.328572
"1346" "מושבים בצפון   " 35.393488 33.038813
"1355" "ישוב ערבי -חיפה" 35.185969 32.823044
"1366" "ירושלים המזרחית" 35.240078 31.785545
"1367" "חיפה           " 34.998893 32.81221
"1368" "מעלה אדומים    " 35.298932 31.778916
"1369" "ירושלים        " 35.22503 31.778048
"1370" "מעלה אדומים    " 35.298932 31.778916
"1374" "אור יהודה      " 34.846103 32.030054
"1381" "קרית גת        " 34.766359 31.606971
"1382" "יהודי עירוני צפ" 35.471439 32.87383
"1398" "שוהם           " 34.942531 31.996923
"1399" "ישוב עירוני י-ם" 35.147694 31.796781
"1403" "מושב באזור ים  " 35.138604 31.747171
"1412" "ירושלים        " 35.22503 31.778048
"1413" "ירושלים        " 35.22503 31.778048
"1414" "תל אביב        " 34.780855 32.08414
"1430" "ישוב עירוני י-ם" 35.147694 31.796781
"1432" "ירושלים        " 35.22503 31.778048
"1433" "בית שמש        " 34.9865 31.749906
"1434" "יהודי כפרי ים  " 35.069167 31.761572
"1435" "ראשון לציון    " 34.804046 31.964097
"1436" "קרית ים        " 35.067982 32.847951
"1444" "ירושלים        " 35.22503 31.778048
"1445" "ירושלים        " 35.22503 31.778048
"1447" "ירושלים        " 35.22503 31.778048
"1451" "ירושלים        " 35.22503 31.778048
"1454" "ישוב עירוני מרכ" 34.858034 32.143758
"1459" "פרדס חנה       " 34.975445 32.470015
"1460" "כפר קרע        " 35.053865 32.505705
"1464" "רעננה          " 34.870963 32.180721
"1465" "ירושלים        " 35.22503 31.778048
"1466" "בית שמש        " 34.9865 31.749906
"1471" "תל אביב        " 34.780855 32.08414
"1473" "רעננה          " 34.870963 32.180721
"1485" "ישוב ערבי -חיפה" 35.185969 32.823044
"1497" "אשדוד          " 34.641074 31.801152
"1514" "ירושלים        " 35.22503 31.778048
"1516" "מושבים בדרום   " 34.659469 31.452944
"1519" "חדרה           " 34.913625 32.435123
"1521" "תל אביב        " 34.780855 32.08414
"1528" "חולון          " 34.768886 32.017187
"1537" "טייבה          " 35.005433 32.269378
"1539" "אשקלון         " 34.563866 31.665514
"1546" "טירה           " 34.954584 32.234119
"1550" "נתניה          " 34.856615 32.328572
"1552" "ירושלים        " 35.22503 31.778048
"1553" "יהודי כפרי ים  " 35.069167 31.761572
"1554" "טייבה          " 35.005433 32.269378
"1555" "טייבה          " 35.005433 32.269378
"1568" "הרצליה         " 34.844245 32.15898
"1577" "בית שמש        " 34.9865 31.749906
"1578" "ירושלים        " 35.22503 31.778048
"1579" "ירושלים        " 35.22503 31.778048
"1581" "ירושלים        " 35.22503 31.778048
"1589" "ראשון לציון    " 34.804046 31.964097
"1593" "באר שבע        " 34.799743 31.249812
"1595" "ראשון לציון    " 34.804046 31.964097
"1599" "מושבים בדרום   " 34.659469 31.452944
"1609" "ישוב ערבי -חיפה" 35.185969 32.823044
"1610" "סחנין          " 35.294872 32.864948
"1611" "ישוב עירוני מרכ" 34.858034 32.143758
"1613" "גבעת שמואל     " 34.848039 32.076953
"1614" "יהוד           " 34.888095 32.031092
"1617" "ירושלים        " 35.22503 31.778048
"1618" "מעלה אדומים    " 35.298932 31.778916
"1619" "בית שמש        " 34.9865 31.749906
"1624" "מושבים מרכז    " 34.927852 32.14133
"1625" "ירושלים        " 35.22503 31.778048
"1627" "ירושלים        " 35.22503 31.778048
"1628" "מודיעין        " 35.010207 31.891034
"1629" "רחובות         " 34.80856 31.898279
"1632" "ירושלים        " 35.22503 31.778048
"1638" "מודיעין        " 35.010207 31.891034
"1643" "מודיעין        " 35.010207 31.891034
"1651" "פתח תקוה       " 34.885672 32.082321
"1653" "ירושלים        " 35.22503 31.778048
"1655" "ירושלים        " 35.22503 31.778048
"1656" "ישוב עירוני י-ם" 35.147694 31.796781
"1658" "שוהם           " 34.942531 31.996923
"1660" "מודיעין        " 35.010207 31.891034
"1661" "פתח תקוה       " 34.885672 32.082321
"1665" "הרצליה         " 34.844245 32.15898
"1670" "קרית אונו      " 34.858882 32.054731
"1671" "בית שמש        " 34.9865 31.749906
"1672" "ראשון לציון    " 34.804046 31.964097
"1673" "מודיעין        " 35.010207 31.891034
"1674" "ירושלים        " 35.22503 31.778048
"1676" "ירושלים        " 35.22503 31.778048
"1683" "כפר סבא        " 34.908101 32.172697
"1684" "מודיעין        " 35.010207 31.891034
"1688" "אור יהודה      " 34.846103 32.030054
"1690" "רמת גן         " 34.814124 32.082264
"1692" "שוהם           " 34.942531 31.996923
"1693" "תל אביב        " 34.780855 32.08414
"1694" "ישוב עירוני מרכ" 34.858034 32.143758
"1695" "גבעת שמואל     " 34.848039 32.076953
"1698" "גבעת שמואל     " 34.848039 32.076953
"1700" "אור יהודה      " 34.846103 32.030054
"1704" "הרצליה         " 34.844245 32.15898
"1706" "ישוב עירוני י-ם" 35.147694 31.796781
"1708" "ירושלים        " 35.22503 31.778048
"1710" "מושבים מרכז    " 34.927852 32.14133
"1711" "ישוב כפרי - ת\"א" 34.75156 31.883905
"1712" "הוד השרון      " 34.897556 32.155538
"1715" "ירושלים        " 35.22503 31.778048
"1716" "פרדס חנה       " 34.975445 32.470015
"1718" "ראשון לציון    " 34.804046 31.964097
"1719" "ראשון לציון    " 34.804046 31.964097
"1721" "הוד השרון      " 34.897556 32.155538
"1737" "מודיעין        " 35.010207 31.891034
"1738" "ירושלים המזרחית" 35.240078 31.785545
"1742" "חדרה           " 34.913625 32.435123
"1743" "מודיעין        " 35.010207 31.891034
"1744" "ירושלים        " 35.22503 31.778048
"1745" "מושב באזור ים  " 35.138604 31.747171
"1748" "נצרת           " 35.295624 32.700535
"1751" "הרצליה         " 34.844245 32.15898
"1752" "רעננה          " 34.870963 32.180721
"1754" "הוד השרון      " 34.897556 32.155538
"1755" "רמת גן         " 34.814124 32.082264
"1757" "כפר סבא        " 34.908101 32.172697
"1758" "פתח תקוה       " 34.885672 32.082321
"1759" "קרית אונו      " 34.858882 32.054731
"1760" "הרצליה         " 34.844245 32.15898
"1761" "רמת גן         " 34.814124 32.082264
"1764" "ירושלים        " 35.22503 31.778048
"1765" "ירושלים        " 35.22503 31.778048
"1769" "מודיעין        " 35.010207 31.891034
"1771" "פתח תקוה       " 34.885672 32.082321
"1774" "נתניה          " 34.856615 32.328572
"1776" "כפר סבא        " 34.908101 32.172697
"1777" "ראש העין       " 34.944364 32.097027
"1778" "הוד השרון      " 34.897556 32.155538
"1781" "כפר סבא        " 34.908101 32.172697
"1782" "ישוב עירוני מרכ" 34.858034 32.143758
"1785" "לוד            " 34.896132 31.948121
"1792" "ישוב כפרי - ת\"א" 34.75156 31.883905
"1794" "חולון          " 34.768886 32.017187
"1795" "בת ים          " 34.741372 32.016188
"1796" "ישוב עירוני מרכ" 34.858034 32.143758
"1797" "מושבים מרכז    " 34.927852 32.14133
"1798" "כפר סבא        " 34.908101 32.172697
"1804" "ירושלים        " 35.22503 31.778048
"1806" "ישוב כפרי דרום " 34.542387 31.237925
"1809" "בני ברק        " 34.836348 32.086839
"1810" "בני ברק        " 34.836348 32.086839
"1811" "ישוב ערבי מרכז " 34.969102 32.124504
"1812" "יהוד           " 34.888095 32.031092
"1816" "תל אביב        " 34.780855 32.08414
"1817" "הוד השרון      " 34.897556 32.155538
"1819" "כרמיאל         " 35.303332 32.920542
"1829" "אור עקיבא      " 34.917647 32.508173
"1831" "גדרה           " 34.777226 31.816111
"1832" "כפר סבא        " 34.908101 32.172697
"1834" "ירושלים        " 35.22503 31.778048
"1835" "אשדוד          " 34.641074 31.801152
"1838" "כפר סבא        " 34.908101 32.172697
"1841" "ירושלים        " 35.22503 31.778048
"1842" "פתח תקוה       " 34.885672 32.082321
"1844" "ירושלים        " 35.22503 31.778048
"1852" "חיפה           " 34.998893 32.81221
"1854" "יהודי כפרי ים  " 35.069167 31.761572
"1856" "תל אביב        " 34.780855 32.08414
"1861" "ירושלים        " 35.22503 31.778048
"1862" "ישוב עירוני י-ם" 35.147694 31.796781
"1863" "ירושלים        " 35.22503 31.778048
"1864" "ירושלים        " 35.22503 31.778048
"1868" "ירושלים        " 35.22503 31.778048
"1869" "ירושלים        " 35.22503 31.778048
"1871" "ביתר עלית      " 35.110488 31.69835
"1872" "ירושלים        " 35.22503 31.778048
"1879" "כפר סבא        " 34.908101 32.172697
"1888" "באר שבע        " 34.799743 31.249812
"1898" "יהודי כפרי ים  " 35.069167 31.761572
"1906" "ירושלים        " 35.22503 31.778048
"1908" "נתניה          " 34.856615 32.328572
"1909" "מושבים מרכז    " 34.927852 32.14133
"1918" "קיבוצים מרכז   " 34.912106 32.245361
"1919" "באר שבע        " 34.799743 31.249812
"1921" "קיבוצים מרכז   " 34.912106 32.245361
"1922" "קיבוצים מרכז   " 34.912106 32.245361
"1928" "פרדס חנה       " 34.975445 32.470015
"1929" "טייבה          " 35.005433 32.269378
"1932" "יהודי עירוני צפ" 35.471439 32.87383
"1938" "יהודי כפרי צפון" 35.423523 32.701689
"1941" "ישוב כפרי - ת\"א" 34.75156 31.883905
"1942" "ראשון לציון    " 34.804046 31.964097
"1943" "הרצליה         " 34.844245 32.15898
"1945" "ישוב עירוני מרכ" 34.858034 32.143758
"1951" "הרצליה         " 34.844245 32.15898
"1952" "ערד            " 35.212317 31.255861
"1956" "ירושלים        " 35.22503 31.778048
"1958" "מושב באזור ים  " 35.138604 31.747171
"1961" "ראשון לציון    " 34.804046 31.964097
"1962" "פרדס חנה       " 34.975445 32.470015
"1964" "זכרון יעקב     " 34.951516 32.574072
"1965" "הוד השרון      " 34.897556 32.155538
"1970" "ישוב עירוני מרכ" 34.858034 32.143758
"1973" "ישוב עירוני מרכ" 34.858034 32.143758
"1978" "חיפה           " 34.998893 32.81221
"1979" "ירושלים        " 35.22503 31.778048
"1980" "תל אביב        " 34.780855 32.08414
"1982" "מושבים מרכז    " 34.927852 32.14133
"1983" "הוד השרון      " 34.897556 32.155538
"1984" "מודיעין        " 35.010207 31.891034
"1985" "רעננה          " 34.870963 32.180721
"1987" "נהריה          " 35.095572 33.008894
"1988" "ירושלים        " 35.22503 31.778048
"1994" "יהודי כפרי צפון" 35.423523 32.701689
"1995" "יהודי עירוני תא" 34.836868 31.959136
"1998" "ירושלים        " 35.22503 31.778048
"1999" "נתניה          " 34.856615 32.328572
"2000" "רעננה          " 34.870963 32.180721
"2001" "אור יהודה      " 34.846103 32.030054
"2002" "ירושלים        " 35.22503 31.778048
"2005" "ירושלים        " 35.22503 31.778048
"2006" "ירושלים        " 35.22503 31.778048
"2009" "באר שבע        " 34.799743 31.249812
"2012" "ירושלים        " 35.22503 31.778048
"2014" "כפר סבא        " 34.908101 32.172697
"2017" "יהודה יו\"ש     " 35.202801 32.137876
"2020" "תל אביב        " 34.780855 32.08414
"2022" "רחובות         " 34.80856 31.898279
"2023" "רעננה          " 34.870963 32.180721
"2030" "קיבוצים בצפון  " 35.343336 32.891082
"2035" "ירושלים        " 35.22503 31.778048
"2037" "יהודה יו\"ש     " 35.202801 32.137876
"2039" "ישוב עירוני י-ם" 35.147694 31.796781
"2040" "ירושלים        " 35.22503 31.778048
"2043" "ירושלים        " 35.22503 31.778048
"2045" "קיבוץ - ירושלים" 35.127474 31.783036
"2046" "רעננה          " 34.870963 32.180721
"2050" "אילת           " 34.951129 29.555283
"2051" "באר שבע        " 34.799743 31.249812
"2059" "שוהם           " 34.942531 31.996923
"2060" "נשר            " 35.044882 32.770799
"2061" "תל אביב        " 34.780855 32.08414
"2062" "קרית גת        " 34.766359 31.606971
"2063" "קיבוצים בדרום  " 31.761572 31.24007
"2066" "ירושלים        " 35.22503 31.778048
"2069" "מעלה אדומים    " 35.298932 31.778916
"2070" "יהודה יו\"ש     " 35.202801 32.137876
"2074" "ראשון לציון    " 34.804046 31.964097
"2077" "ישוב עירוני מרכ" 34.858034 32.143758
"2081" "מג'אר          " 35.405619 32.88893
"2084" "ישוב כפרי דרום " 34.542387 31.237925
"2086" "חיפה           " 34.998893 32.81221
"2091" "באר שבע        " 34.799743 31.249812
"2092" "ירושלים        " 35.22503 31.778048
"2097" "ירושלים        " 35.22503 31.778048
"2104" "קיבוצים בצפון  " 35.343336 32.891082
"2106" "ירושלים        " 35.22503 31.778048
"2107" "מודיעין        " 35.010207 31.891034
"2108" "יהודי כפרי צפון" 35.423523 32.701689
"2109" "ירושלים        " 35.22503 31.778048
"2113" "ירושלים        " 35.22503 31.778048
"2114" "ירושלים        " 35.22503 31.778048
"2116" "ירושלים        " 35.22503 31.778048
"2117" "ירושלים        " 35.22503 31.778048
"2118" "ירושלים        " 35.22503 31.778048
"2121" "ירושלים        " 35.22503 31.778048
"2122" "ירושלים        " 35.22503 31.778048
"2123" "יהודי כפרי ים  " 35.069167 31.761572
"2127" "נשר            " 35.044882 32.770799
"2128" "כרמיאל         " 35.303332 32.920542
"2130" "נתניה          " 34.856615 32.328572
"2133" "פתח תקוה       " 34.885672 32.082321
"2135" "שוהם           " 34.942531 31.996923
"2137" "מושבים חיפה    " 35.076596 32.775839
"2139" "תל אביב        " 34.780855 32.08414
"2142" "מושבים בצפון   " 35.393488 33.038813
"2144" "ירושלים        " 35.22503 31.778048
"2145" "יהודי עירוני תא" 34.836868 31.959136
"2147" "ירושלים        " 35.22503 31.778048
"2149" "חיפה           " 34.998893 32.81221
"2151" "ראשון לציון    " 34.804046 31.964097
"2152" "יהודי כפרי צפון" 35.423523 32.701689
"2154" "רחובות         " 34.80856 31.898279
"2157" "תל אביב        " 34.780855 32.08414
"2161" "ירושלים        " 35.22503 31.778048
"2164" "ישוב כפרי דרום " 34.542387 31.237925
"2171" "קיבוצים בצפון  " 35.343336 32.891082
"2172" "ירושלים        " 35.22503 31.778048
"2177" "תל אביב        " 34.780855 32.08414
"2182" "ירושלים        " 35.22503 31.778048
"2183" "יהודה יו\"ש     " 35.202801 32.137876
"2187" "ירושלים        " 35.22503 31.778048
"2190" "ירושלים        " 35.22503 31.778048
"2192" "רמת גן         " 34.814124 32.082264
"2194" "ראשון לציון    " 34.804046 31.964097
"2196" "תל אביב        " 34.780855 32.08414
"2198" "יהודה יו\"ש     " 35.202801 32.137876
"2199" "ישוב עירוני י-ם" 35.147694 31.796781
"2201" "מושבים מרכז    " 34.927852 32.14133
"2202" "תל אביב        " 34.780855 32.08414
"2206" "תל אביב        " 34.780855 32.08414
"2208" "מושבים מרכז    " 34.927852 32.14133
"2209" "נתניה          " 34.856615 32.328572
"2210" "קרית אונו      " 34.858882 32.054731
"2211" "רמת גן         " 34.814124 32.082264
"2214" "רעננה          " 34.870963 32.180721
"2217" "יהודה יו\"ש     " 35.202801 32.137876
"2221" "רמת גן         " 34.814124 32.082264
"2223" "ירושלים        " 35.22503 31.778048
"2224" "ירושלים        " 35.22503 31.778048
"2225" "ירושלים        " 35.22503 31.778048
"2227" "ירושלים        " 35.22503 31.778048
"2228" "ישוב עירוני י-ם" 35.147694 31.796781
"2229" "יהודה יו\"ש     " 35.202801 32.137876
"2230" "רמת גן         " 34.814124 32.082264
"2231" "ירושלים        " 35.22503 31.778048
"2232" "חיפה           " 34.998893 32.81221
"2235" "ירושלים        " 35.22503 31.778048
"2237" "ישוב עירוני י-ם" 35.147694 31.796781
"2238" "ירושלים        " 35.22503 31.778048
"2239" "ירושלים        " 35.22503 31.778048
"2241" "ירושלים        " 35.22503 31.778048
"2243" "כפר סבא        " 34.908101 32.172697
"2244" "רעננה          " 34.870963 32.180721
"2246" "ישוב עירוני מרכ" 34.858034 32.143758
"2247" "קיבוצים מרכז   " 34.912106 32.245361
"2250" "חיפה           " 34.998893 32.81221
"2251" "כפר סבא        " 34.908101 32.172697
"2253" "קדימה-צורן     " 34.91802 32.276892
"2254" "הוד השרון      " 34.897556 32.155538
"2255" "הרצליה         " 34.844245 32.15898
"2256" "מושבים מרכז    " 34.927852 32.14133
"2260" "מודיעין        " 35.010207 31.891034
"2263" "הרצליה         " 34.844245 32.15898
"2264" "קדימה-צורן     " 34.91802 32.276892
"2265" "הרצליה         " 34.844245 32.15898
"2268" "חדרה           " 34.913625 32.435123
"2270" "יהודה יו\"ש     " 35.202801 32.137876
"2274" "מודיעין        " 35.010207 31.891034
"2275" "רחובות         " 34.80856 31.898279
"2278" "יבנה           " 34.745256 31.873717
"2280" "ראשון לציון    " 34.804046 31.964097
"2283" "יקנעם          " 35.114706 32.655431
"2284" "גבעתיים        " 34.807827 32.068717
"2285" "ירושלים        " 35.22503 31.778048
"2288" "בנימינה        " 34.953944 32.518909
"2296" "רעננה          " 34.870963 32.180721
"2297" "חיפה           " 34.998893 32.81221
"2298" "חיפה           " 34.998893 32.81221
"2301" "חיפה           " 34.998893 32.81221
"2303" "חיפה           " 34.998893 32.81221
"2306" "חיפה           " 34.998893 32.81221
"2307" "יהודי כפרי צפון" 35.423523 32.701689
"2308" "קיבוצים בצפון  " 35.343336 32.891082
"2309" "צפת            " 35.495932 32.970735
"2310" "ירושלים        " 35.22503 31.778048
"2314" "ירושלים        " 35.22503 31.778048
"2323" "קיבוצים בצפון  " 35.343336 32.891082
"2324" "יהוד           " 34.888095 32.031092
"2326" "יהודי כפרי צפון" 35.423523 32.701689
"2329" "חיפה           " 34.998893 32.81221
"2331" "תל אביב        " 34.780855 32.08414
"2334" "ירושלים        " 35.22503 31.778048
"2335" "קרית ים        " 35.067982 32.847951
"2336" "כרמיאל         " 35.303332 32.920542
"2338" "ראש העין       " 34.944364 32.097027
"2341" "רעננה          " 34.870963 32.180721
"2342" "חדרה           " 34.913625 32.435123
"2344" "יהודי כפרי צפון" 35.423523 32.701689
"2346" "קרית ביאליק    " 35.086391 32.831946
"2349" "הוד השרון      " 34.897556 32.155538
"2350" "יהודי כפרי חיפה" 35.039857 32.602837
"2352" "קרית טבעון     " 35.126978 32.716636
"2353" "חיפה           " 34.998893 32.81221
"2354" "שוהם           " 34.942531 31.996923
"2356" "מודיעין        " 35.010207 31.891034
"2362" "ראשון לציון    " 34.804046 31.964097
"2363" "ראשון לציון    " 34.804046 31.964097
"2365" "יהודי כפרי חיפה" 35.039857 32.602837
"2366" "הרצליה         " 34.844245 32.15898
"2369" "מושבים מרכז    " 34.927852 32.14133
"2370" "חדרה           " 34.913625 32.435123
"2371" "נצרת           " 35.295624 32.700535
"2372" "קרית טבעון     " 35.126978 32.716636
"2374" "שוהם           " 34.942531 31.996923
"2378" "ירושלים        " 35.22503 31.778048
"2379" "שוהם           " 34.942531 31.996923
"2380" "פתח תקוה       " 34.885672 32.082321
"2382" "יהודי כפרי צפון" 35.423523 32.701689
"2385" "חיפה           " 34.998893 32.81221
"2387" "חיפה           " 34.998893 32.81221
"2391" "חיפה           " 34.998893 32.81221
"2394" "חיפה           " 34.998893 32.81221
"2395" "הרצליה         " 34.844245 32.15898
"2400" "חולון          " 34.768886 32.017187
"2401" "גבעתיים        " 34.807827 32.068717
"2402" "נתניה          " 34.856615 32.328572
"2403" "יהודה יו\"ש     " 35.202801 32.137876
"2404" "מושב באזור ים  " 35.138604 31.747171
"2405" "מושבים מרכז    " 34.927852 32.14133
"2407" "שוהם           " 34.942531 31.996923
"2409" "רחובות         " 34.80856 31.898279
"2410" "רמת השרון      " 34.84354 32.143673
"2411" "ראשון לציון    " 34.804046 31.964097
"2412" "גבעת שמואל     " 34.848039 32.076953
"2415" "ירושלים        " 35.22503 31.778048
"2416" "חיפה           " 34.998893 32.81221
"2417" "חיפה           " 34.998893 32.81221
"2420" "מושבים מרכז    " 34.927852 32.14133
"2421" "יהודי עירוני צפ" 35.471439 32.87383
"2426" "פרדס חנה       " 34.975445 32.470015
"2429" "קרית טבעון     " 35.126978 32.716636
"2430" "חיפה           " 34.998893 32.81221
"2431" "יהודי כפרי צפון" 35.423523 32.701689
"2432" "רמת השרון      " 34.84354 32.143673
"2434" "פתח תקוה       " 34.885672 32.082321
"2437" "תל אביב        " 34.780855 32.08414
"2439" "שפרעם          " 35.170809 32.805161
"2440" "ירושלים        " 35.22503 31.778048
"2441" "קיבוצים בצפון  " 35.343336 32.891082
"2442" "ירושלים        " 35.22503 31.778048
"2443" "ירושלים        " 35.22503 31.778048
"2445" "יהודה יו\"ש     " 35.202801 32.137876
"2447" "ירושלים        " 35.22503 31.778048
"2451" "ישוב עירוני מרכ" 34.858034 32.143758
"2452" "מושב באזור ים  " 35.138604 31.747171
"2453" "מודיעין        " 35.010207 31.891034
"2455" "מודיעין        " 35.010207 31.891034
"2456" "יהודי כפרי ים  " 35.069167 31.761572
"2457" "יהודי כפרי ים  " 35.069167 31.761572
"2458" "ירושלים        " 35.22503 31.778048
"2459" "ירושלים        " 35.22503 31.778048
"2461" "ירושלים        " 35.22503 31.778048
"2462" "ירושלים        " 35.22503 31.778048
"2463" "ירושלים        " 35.22503 31.778048
"2465" "ישוב עירוני י-ם" 35.147694 31.796781
"2466" "ישוב עירוני מרכ" 34.858034 32.143758
"2467" "ירושלים        " 35.22503 31.778048
"2468" "ירושלים        " 35.22503 31.778048
"2469" "ישוב עירוני י-ם" 35.147694 31.796781
"2470" "מודיעין        " 35.010207 31.891034
"2473" "ירושלים        " 35.22503 31.778048
"2474" "ירושלים        " 35.22503 31.778048
"2475" "ישוב עירוני י-ם" 35.147694 31.796781
"2477" "ירושלים        " 35.22503 31.778048
"2479" "ירושלים        " 35.22503 31.778048
"2480" "ישוב עירוני י-ם" 35.147694 31.796781
"2481" "ירושלים        " 35.22503 31.778048
"2483" "ירושלים        " 35.22503 31.778048
"2485" "ירושלים        " 35.22503 31.778048
"2486" "ירושלים        " 35.22503 31.778048
"2488" "ישוב עירוני י-ם" 35.147694 31.796781
"2489" "רעננה          " 34.870963 32.180721
"2491" "ירושלים        " 35.22503 31.778048
"2497" "ישוב עירוני י-ם" 35.147694 31.796781
"2499" "מושב באזור ים  " 35.138604 31.747171
"2500" "מודיעין        " 35.010207 31.891034
"2501" "ירושלים        " 35.22503 31.778048
"2502" "ירושלים        " 35.22503 31.778048
"2503" "מודיעין        " 35.010207 31.891034
"2505" "מעלה אדומים    " 35.298932 31.778916
"2508" "ירושלים        " 35.22503 31.778048
"2511" "יהודי כפרי ים  " 35.069167 31.761572
"2513" "מודיעין        " 35.010207 31.891034
"2514" "ירושלים        " 35.22503 31.778048
"2515" "ירושלים        " 35.22503 31.778048
"2516" "תל אביב        " 34.780855 32.08414
"2522" "כפר יונה       " 34.936298 32.318847
"2523" "גדרה           " 34.777226 31.816111
"2524" "ירושלים        " 35.22503 31.778048
"2525" "ירושלים        " 35.22503 31.778048
"2528" "רעננה          " 34.870963 32.180721
"2529" "מודיעין        " 35.010207 31.891034
"2531" "יהודי עירוני תא" 34.836868 31.959136
"2537" "מושבים מרכז    " 34.927852 32.14133
"2543" "ירושלים        " 35.22503 31.778048
"2544" "ירושלים        " 35.22503 31.778048
"2545" "קיבוץ - ירושלים" 35.127474 31.783036
"2546" "ירושלים        " 35.22503 31.778048
"2548" "ירושלים        " 35.22503 31.778048
"2549" "ירושלים        " 35.22503 31.778048
"2551" "יהודה יו\"ש     " 35.202801 32.137876
"2553" "ירושלים        " 35.22503 31.778048
"2554" "אשקלון         " 34.563866 31.665514
"2555" "קיבוצים בצפון  " 35.343336 32.891082
"2558" "קרית שמונה     " 35.569218 33.208953
"2559" "ירושלים        " 35.22503 31.778048
"2560" "ראשון לציון    " 34.804046 31.964097
"2562" "תל אביב        " 34.780855 32.08414
"2565" "רמת גן         " 34.814124 32.082264
"2569" "ראשון לציון    " 34.804046 31.964097
"2572" "ירושלים        " 35.22503 31.778048
"2573" "קיבוץ - ירושלים" 35.127474 31.783036
"2575" "ירושלים        " 35.22503 31.778048
"2576" "יהודי כפרי ים  " 35.069167 31.761572
"2577" "ישוב עירוני י-ם" 35.147694 31.796781
"2578" "ירושלים        " 35.22503 31.778048
"2583" "רעננה          " 34.870963 32.180721
"2586" "הוד השרון      " 34.897556 32.155538
"2590" "ירושלים        " 35.22503 31.778048
"2594" "זכרון יעקב     " 34.951516 32.574072
"2595" "הוד השרון      " 34.897556 32.155538
"2596" "רמת גן         " 34.814124 32.082264
"2598" "שוהם           " 34.942531 31.996923
"2600" "הרצליה         " 34.844245 32.15898
"2602" "גבעתיים        " 34.807827 32.068717
"2603" "ישוב עירוני י-ם" 35.147694 31.796781
"2604" "ירושלים        " 35.22503 31.778048
"2606" "ישוב עירוני י-ם" 35.147694 31.796781
"2610" "ירושלים        " 35.22503 31.778048
"2612" "נתניה          " 34.856615 32.328572
"2614" "גבעתיים        " 34.807827 32.068717
"2616" "שוהם           " 34.942531 31.996923
"2618" "ישוב כפרי דרום " 34.542387 31.237925
"2619" "ירושלים        " 35.22503 31.778048
"2620" "ירושלים        " 35.22503 31.778048
"2623" "ירושלים        " 35.22503 31.778048
"2627" "אור עקיבא      " 34.917647 32.508173
"2630" "חדרה           " 34.913625 32.435123
"2631" "רמת גן         " 34.814124 32.082264
"2637" "יהודי כפרי ים  " 35.069167 31.761572
"2638" "ירושלים        " 35.22503 31.778048
"2639" "ירושלים        " 35.22503 31.778048
"2640" "ירושלים        " 35.22503 31.778048
"2641" "ירושלים        " 35.22503 31.778048
"2642" "מעלה אדומים    " 35.298932 31.778916
"2644" "ירושלים        " 35.22503 31.778048
"2648" "ירושלים        " 35.22503 31.778048
"2649" "ירושלים        " 35.22503 31.778048
"2650" "ירושלים        " 35.22503 31.778048
"2651" "יהודה יו\"ש     " 35.202801 32.137876
"2652" "ישוב עירוני מרכ" 34.858034 32.143758
"2654" "ירושלים        " 35.22503 31.778048
"2655" "ירושלים        " 35.22503 31.778048
"2657" "מעלה אדומים    " 35.298932 31.778916
"2658" "ירושלים        " 35.22503 31.778048
"2659" "מעלה אדומים    " 35.298932 31.778916
"2660" "ירושלים        " 35.22503 31.778048
"2666" "תל אביב        " 34.780855 32.08414
"2668" "יהודה יו\"ש     " 35.202801 32.137876
"2674" "ירושלים        " 35.22503 31.778048
"2675" "ירושלים        " 35.22503 31.778048
"2677" "מודיעין        " 35.010207 31.891034
